id,name,popularity,duration_min,release_year,tempo_category,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2bgcUk2A3jjKbCJ7KPquTi,Mi Niña,87,3.56,2020,medium,0.823,0.821,8,-3.402,0,0.166,0.31,4.28e-06,0.143,0.791,99.999,4
6Hj9jySrnFppAI0sEMCZpJ,Robbery,87,4.0,2019,fast,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,5
0tgVpDi06FyKpA1z0VMD4v,Perfect,87,4.39,2017,medium,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3
5y7DaS3jAc9eZzcSOoUIwU,Una Locura,87,3.84,2020,fast,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,4
0siYMEsGrzzzlWLXK5zJfS,BED,87,2.97,2021,medium,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,4
59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,87,3.17,2020,medium,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,4
6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,87,3.51,2020,medium,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,4
2ePtv8MlBO9nuuXABqAfEX,SugarCrash!,87,1.33,2020,medium,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,4
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,87,1.99,2017,fast,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,87,3.52,2016,slow,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,4
02kDW379Yfd5PzW5A6vuGt,Lemonade,87,3.26,2020,fast,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,4
3ee8Jmje8o58CHK66QrVC2,SAD!,87,2.78,2018,slow,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4
5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,87,4.34,2015,slow,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4
2U5WueTLIK5WJLD7mvDODv,Wishing Well,87,3.24,2020,fast,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,4
4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),87,2.49,2020,slow,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,4
7qiZfU4dY1lWllzX7mPBI3,Shape of You,87,3.9,2017,medium,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4
1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),87,2.86,2020,fast,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,4
4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,87,2.76,2018,fast,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,4
5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),87,3.53,2020,slow,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,4
0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),87,3.87,2020,fast,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,4
1ZMiCix7XSAbfAJlEZWMCp,Falling,87,4.0,2019,medium,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4
2tnVG71enUj33Ic2nFN6kZ,Ride It,87,2.63,2019,medium,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,87,5.21,2018,fast,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4
5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),87,2.82,2020,medium,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,4
1ere9b9vDw2N3m9d4uiXxa,Facas - Ao Vivo,87,3.27,2020,fast,0.443,0.509,2,-5.995,1,0.0536,0.615,0.0,0.472,0.69,160.984,4
2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),87,3.18,2020,fast,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,4
3U4isOIWM3VvDubwSI3y7a,All of Me,87,4.49,2013,medium,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4
58pgi1RpcU2fVJsxhm7BIr,Tapão Na Raba,87,2.92,2021,medium,0.808,0.796,1,-3.169,1,0.0305,0.462,0.000269,0.155,0.799,128.048,4
7fBv7CLKzipRk6EC6TWHOB,The Hills,87,4.04,2015,medium,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,4
2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,87,4.06,2005,slow,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,4
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,87,2.93,2019,slow,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4
7MiZjKawmXTsTNePyTfPyL,Devil Eyes,86,2.19,2016,medium,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,5
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,86,2.69,2013,medium,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4
30bqVoKjX479ab90a8Pafp,Star Shopping,86,2.37,2019,medium,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,4
68mrW6gXHgupgSiDHgaDi5,Polvo,86,3.52,2020,slow,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042,4
43zdsphuZLzwA9k4DJhU0I,when the party's over,86,3.27,2019,slow,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4
4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),86,4.14,2020,slow,0.691,0.739,5,-3.09,0,0.229,0.422,3.95e-06,0.11,0.884,83.897,4
1mauYRwbpoGQX6itP2FAJC,Fan de Tus Fotos,86,3.29,2021,fast,0.728,0.689,7,-5.718,1,0.0725,0.293,1.26e-05,0.109,0.431,170.089,4
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,86,3.64,2015,medium,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,4
6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,86,2.35,2021,fast,0.476,0.594,5,-6.879,1,0.135,0.0599,0.0,0.0785,0.314,159.702,4
6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),86,3.34,2020,fast,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,4
5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),86,3.56,2020,fast,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,4
7BKLCZ1jbUBVqRi2FVlTVw,Closer,86,4.08,2016,medium,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4
2dl5K2ScW7jYhAhuem06cm,PROBLEMA,86,3.08,2021,slow,0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.842,89.988,4
2VxeLyX666F8uXCJ0dZF8B,Shallow,86,3.6,2018,medium,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,86,3.37,2015,fast,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4
7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)",86,3.26,2020,fast,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,4
79s5XnCN4TJKTVMSmOx8Ep,Dior,86,3.61,2019,fast,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,4
5Km4r87BoX2qqtoprYS1gh,LOCATION,86,4.42,2021,medium,0.772,0.758,9,-3.891,1,0.0482,0.0433,0.0,0.295,0.654,115.977,4
4FRW5Nza1Ym91BGV4nFWXI,Lemon Pepper Freestyle (feat. Rick Ross),86,6.38,2021,medium,0.77,0.637,1,-5.53,1,0.345,0.103,0.0,0.171,0.431,94.966,4
2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,86,3.14,2020,medium,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,1
2pPO9YecZimmuVQfIzfV6U,Wasted Love (feat. Lagique),86,2.33,2021,medium,0.734,0.855,6,-4.578,0,0.135,0.0821,4.73e-06,0.0901,0.54,121.955,4
0ri0Han4IRJhzvERHOZTMr,At My Worst,86,2.84,2020,medium,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4
5SFXOMJJ334Wn2PwBHeRZN,Girls Like Us,86,3.15,2021,medium,0.444,0.648,1,-4.955,1,0.0476,0.288,0.0,0.059,0.171,125.706,5
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,86,3.96,2020,medium,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,4
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),86,3.64,2018,fast,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,4
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,86,3.65,2020,medium,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,4
0VWLId2RwPCno9s1cJm2Vy,Travesuras - Remix,86,5.41,2021,fast,0.739,0.788,1,-5.198,1,0.0731,0.0513,0.0,0.282,0.473,175.996,4
2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),86,3.42,2020,fast,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,4
3AJwUDP919kvQ9QcozQPxg,Yellow,86,4.45,2000,fast,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
6KfoDhO4XUWSbnyKjNp9c4,Maniac,86,3.1,2020,medium,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,4
27X3qzgB0Show6qfw5wNOK,Esquema Preferido,86,3.16,2020,fast,0.669,0.812,5,-4.597,1,0.11,0.256,0.0,0.0773,0.917,159.934,4
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,86,4.3,1977,medium,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,4
696DnlkuDOXcMAnKlTgXXK,ROXANNE,86,2.73,2019,medium,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,5
4C6BlqqMwjFzOXzqpTeoWR,Ponte Pa' Mi,86,3.37,2020,medium,0.878,0.713,5,-4.566,0,0.0948,0.0581,0.0,0.0822,0.615,92.028,4
2nZj5YymF54qhAu7RneVP6,Coração Na Cama,86,2.89,2020,medium,0.764,0.794,8,-4.096,1,0.0589,0.663,0.0,0.34,0.721,110.013,4
7MXVkk9YMctZqd1Srtv4MB,Starboy,86,3.84,2016,fast,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),86,3.51,2020,fast,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,4
7I8L3vYCLThw2FDrE6LuzE,Además de Mí - Remix,86,5.5,2021,slow,0.397,0.613,6,-5.077,1,0.0549,0.0396,0.0,0.192,0.405,78.4,4
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,86,3.59,2019,medium,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,4
15OjBeqNX3bShsGYQbteRv,La Tóxica,86,3.01,2020,medium,0.659,0.701,9,-4.107,1,0.164,0.0882,0.0,0.0866,0.623,91.97,4
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),86,3.81,2020,fast,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,3
2xgACMNtJ5YktyvOC83SPO,On The Ground,86,2.8,2021,fast,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7,4
7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),86,2.32,2020,medium,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,4
4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),86,3.22,2020,medium,0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013,4
7CHi4DtfK4heMlQaudCuHK,Lose Control,85,2.81,2019,medium,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,4
1LXb70u8SLsvBAPWHMCTMe,Machu Picchu,85,2.98,2021,fast,0.788,0.789,0,-2.39,1,0.124,0.397,0.0,0.226,0.867,167.897,4
6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),85,2.91,2021,medium,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,4
57RA3JGafJm5zRtKJiKPIm,Are You Bored Yet? (feat. Clairo),85,2.97,2019,medium,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,85,3.49,2018,slow,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4
73O30uMI7n6DuzBmbtO7kC,Antes,85,3.44,2021,medium,0.817,0.737,6,-5.453,0,0.102,0.046,1.57e-05,0.092,0.67,93.985,4
7D7EH7MGyNHWSkqrszerI1,BEBÉ,85,3.31,2020,medium,0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972,4
0lx2cLdOt3piJbcaXIV74f,willow,85,3.58,2020,slow,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4
2Gjt4rUHBUH0rMKpBg0hF4,Disco Arranhado - Funk Remix,85,2.09,2021,medium,0.747,0.725,2,-2.564,0,0.363,0.551,0.0,0.0626,0.904,129.96,4
4TnjEaWOeW0eKTKIEvJyCa,Falling,85,2.66,2018,medium,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,4
1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,85,2.95,2020,medium,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,4
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,85,3.99,2011,medium,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),85,2.94,2019,medium,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4
2h9TDNEXRhcDIV3fsoEVq9,What Other People Say,85,3.25,2021,medium,0.652,0.472,7,-8.084,1,0.0399,0.158,0.0,0.121,0.24,126.904,4
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,85,3.05,2020,medium,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,4
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us - feat. Ray Dalton,85,4.31,2012,fast,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,4
0JP9xo3adEtGSdUEISiszL,Moonlight,85,2.25,2018,medium,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4
7k4t7uLgtOxPwTpFmtJNTY,Tusa,85,3.35,2019,medium,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,4
6qraVL4IJaIj0IuEexYJNa,Explícito,85,3.25,2020,medium,0.828,0.83,2,-3.371,1,0.047,0.348,1.6e-05,0.0613,0.422,95.007,4
0A1hoCfMLkiAgvhWkkucJa,Body,85,2.85,2020,medium,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,4
6Pgmqg15yVexuOgtzuxwoX,Dancing in My Room,85,3.0,2020,medium,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993,4
7a53HqqArd4b9NF4XAmlbI,Kings & Queens,85,2.71,2020,medium,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,4
1Crj1zkRMpsEjb9NOR6Zof,"L-Gante: Bzrp Music Sessions, Vol.38",85,3.21,2021,slow,0.553,0.819,2,-3.083,1,0.257,0.368,1.36e-05,0.0915,0.761,87.913,4
4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),85,2.34,2021,medium,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,4
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),85,3.93,2021,medium,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,4
7B3z0ySL9Rr0XvZEAjWZzM,Sofia,85,3.14,2019,medium,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,85,4.32,2014,medium,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,85,2.82,2018,fast,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),85,2.98,2020,fast,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,4
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",85,2.79,2019,slow,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,4
3Dv1eDb0MEgF93GpLXlucZ,Say So,85,3.96,2019,medium,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,4
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,85,2.63,2018,slow,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,4
2dpaYNEQHiRxtZbfNsse99,Happier,85,3.57,2018,medium,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,4
11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),85,2.6,2020,medium,0.905,0.686,0,-3.152,1,0.0664,0.0907,0.0,0.266,0.963,103.013,4
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,85,4.88,2014,medium,0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,4
0nrRP2bk19rLc0orkWPQk2,Wake Me Up,85,4.12,2013,medium,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,85,4.26,1980,fast,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,85,3.89,2012,fast,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4
1zB4vmk8tFRmM9UULNzbLB,Thunder,85,3.12,2017,fast,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4
4PEfJZpVjdclfzZ9XO8uDw,Hasta Abajo,85,3.83,2019,fast,0.714,0.671,5,-5.119,1,0.362,0.289,0.0,0.325,0.641,169.732,4
3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,85,3.42,2021,medium,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4
4xkOaSrkexMciUUogZKVTS,'Till I Collapse,85,4.96,2002,fast,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,4
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),85,3.48,2021,medium,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,4
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,85,1.59,2017,medium,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,4
02MWAaffLxlfxAUY7c5dvx,Heat Waves,85,3.98,2020,slow,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),85,3.96,2020,fast,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,4
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,85,3.98,2020,slow,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
7JuHVG3qQKQKxC4doneXVW,Back In Blood (feat. Lil Durk),85,3.07,2020,fast,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,4
2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,85,2.8,2021,fast,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7,4
11ZulcYY4lowvcQm4oe3VJ,Slumber Party (feat. Princess Nokia),85,2.97,2021,medium,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,4
4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),85,2.98,2018,medium,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4
7pnQ23WgZca9jEfMts9qsR,Latest Trends,84,2.64,2021,fast,0.716,0.513,5,-10.159,0,0.223,0.085,0.0,0.12,0.8,141.894,4
6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),84,2.63,2019,fast,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,4
7dt6x5M1jzdTEt8oCbisTK,Better Now,84,3.85,2018,fast,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,4
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",84,3.46,2019,medium,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,4
0NlGoUyOJSuSHmngoibVAs,All I Want,84,5.1,2013,slow,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,3
6fmQjRuo7XvRFCK2qex5hQ,Mi Cuarto,84,3.29,2020,medium,0.854,0.525,1,-4.426,1,0.214,0.819,0.0,0.146,0.63,97.054,4
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,84,5.68,2017,medium,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,4
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),84,3.63,2005,medium,0.778,0.824,10,-5.892,0,0.0712,0.284,0.0,0.405,0.756,100.024,4
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,84,4.29,2013,medium,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4
35RJhm1pEovTBwnNR0zWad,GREECE (feat. Drake),84,3.65,2020,slow,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,4
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,84,4.19,1985,medium,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4
5cpJFiNwYyWwFLH0V6B3N8,Del Mar,84,3.58,2020,medium,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,4
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),84,3.52,2011,slow,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,4
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,84,6.52,1976,fast,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4
5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),84,3.83,2019,medium,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,4
78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,84,2.24,2020,medium,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,4
3T03rPwlL8NVk1yIaxeD8U,Off My Face,84,2.61,2021,medium,0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674,4
6J2LdBN97cDWn0MLxYh9HB,July,84,2.6,2020,slow,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,4
6i7zAdNhzUN2k1HcrBxPHG,Head Shoulders Knees & Toes (feat. Norma Jean Martine),84,2.62,2020,medium,0.798,0.828,2,-5.36,1,0.193,0.0247,2.55e-06,0.121,0.6,124.962,4
26w9NTiE9NGjW1ZvIOd1So,BOOKER T,84,2.61,2020,medium,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,4
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,84,3.44,2020,medium,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,4
60a0Rd6pjrkxjPbaKzXjfq,In the End,84,3.61,2000,medium,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4
1M4OcYkxAtu3ErzSgDEfoi,Up,84,2.62,2021,fast,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,4
3JKgcAa7r07ocVWcV8bS0H,21,84,2.73,2020,fast,0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027,4
6DCZcSspjsKoFjzjrWoCdn,God's Plan,84,3.32,2018,slow,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4
4AAIAVjSyiq1N7SXKkwXZe,Troca de Calçada,84,3.39,2021,medium,0.659,0.689,1,-4.984,0,0.0319,0.539,0.0,0.147,0.701,99.967,4
2SUPbyD77tJuOUbqbxct6l,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,84,2.46,2021,fast,0.593,0.932,8,-2.324,1,0.0526,0.302,0.0,0.133,0.913,171.977,4
158ukl5rih76dOEsp0I91H,Paradigmas,84,2.62,2021,fast,0.686,0.789,1,-4.103,1,0.126,0.322,0.0,0.4,0.822,157.932,4
0zMAvsQmaQ4DGsmXtKixpn,Burning Pile,84,4.37,2008,fast,0.516,0.755,5,-3.724,1,0.0383,0.0633,0.00103,0.107,0.165,140.099,4
