id,name,popularity,duration_min,release_year,tempo_category,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
22vgEDb5hykfaTwLuskFGD,Sucker,84,3.02,2019,fast,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,4
07AQkmp456NpEnT8HR7WLy,M4,84,2.83,2021,medium,0.88,0.59,8,-4.709,0,0.204,0.08,0.0,0.184,0.723,119.97,4
7F1CiKqrY44kh5cDqwHOnx,Love Is Gone - Acoustic,84,2.95,2019,fast,0.541,0.153,6,-10.654,1,0.0303,0.882,1.66e-06,0.16,0.359,139.644,4
5NvOZCjZaGGGL597exlQWv,Line Without a Hook,84,4.16,2016,fast,0.432,0.652,8,-4.969,1,0.0285,0.262,0.0,0.258,0.507,190.028,3
3H3r2nKWa3Yk5gt8xgmsEt,This City,84,3.25,2019,slow,0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877,4
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,84,4.69,2014,slow,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,4
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,84,3.7,2020,medium,0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013,4
41BzKiCrKpUQHS3TP0jmdr,Agua de Jamaica,84,2.95,2021,fast,0.664,0.665,10,-3.616,1,0.0879,0.123,0.0,0.411,0.726,173.961,4
0RLLvYBopDwooCyvnTwgYu,F.N,84,3.73,2019,medium,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,1
37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,84,4.15,1986,medium,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,4
54OBgO0Xwu20Jak9TMXbR7,Wellerman - Sea Shanty,84,2.59,2021,fast,0.675,0.359,3,-5.157,1,0.108,0.614,0.0,0.137,0.792,191.903,4
0wXuerDYiBnERgIpbb3JBR,Redbone,84,5.45,2016,fast,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,4
2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",84,3.79,2020,fast,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,4
5m5aY6S9ttfIG157xli2Rs,Alô Ambev (Segue Sua Vida) - Ao Vivo,84,2.83,2020,medium,0.695,0.872,9,-3.65,1,0.0868,0.334,0.0,0.954,0.646,121.843,4
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,84,3.44,2016,fast,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,4
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,84,4.04,2019,fast,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,4
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,84,3.05,2017,fast,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,4
4MmMxyew8yq1OEyJOMaX6M,As I Am (feat. Khalid),84,2.91,2021,medium,0.608,0.547,11,-8.151,1,0.0368,0.131,0.0,0.0974,0.108,99.947,4
0BI0hfbmqybnd3TezrDME3,Met Him Last Night (feat. Ariana Grande),84,3.41,2021,fast,0.538,0.512,4,-4.548,0,0.0262,0.22,0.0,0.101,0.12,144.978,4
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,84,4.09,2013,medium,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4
5DqdesEfbRyOlSS3Tf6c29,It's You,84,3.54,2019,medium,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,4
2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,84,3.49,2021,slow,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863,4
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,84,3.29,2018,medium,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,84,3.47,1979,medium,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4
0TK2YIli7K1leLovkQiNik,Señorita,84,3.18,2019,medium,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,4
137mSruegm1u6x9NvwiagR,Unstable (feat. The Kid LAROI),84,2.64,2021,medium,0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757,4
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,84,2.64,2019,medium,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,4
43CIWpJaJHRcI4mUSjqgc2,Bad Boy (with Young Thug),84,2.62,2021,slow,0.697,0.674,1,-6.326,1,0.0533,0.00215,0.0,0.138,0.198,81.535,4
2374M0fQpWi3dLnB54qaLX,Africa,84,4.93,1982,medium,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4
6toQdWWc4noiOk3Eo5mVDS,Beat Box 3 (feat. DaBaby),84,3.34,2021,fast,0.853,0.426,1,-6.812,1,0.374,0.0765,0.0,0.104,0.201,160.051,4
527k23H0A4Q0UJN3vGs0Da,After Party,84,2.8,2020,fast,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,4
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,84,3.9,2015,medium,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,4
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,84,4.74,2000,medium,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,84,2.66,2019,medium,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,4
7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,84,3.12,2020,fast,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4
1t9WgS8FN0534tLBRwbaxO,Whoopty,84,2.05,2021,fast,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,4
3GtnId3Cm1Xa6joCj08nzW,Jeans,84,3.1,2020,slow,0.807,0.656,3,-4.395,0,0.105,0.0165,0.0,0.0693,0.89,83.943,4
75JFxkI2RXiU7L9VXzMkle,The Scientist,84,5.16,2002,fast,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4
5IUtvfNvOyVYZUa6AJFrnP,Spicy (feat. Post Malone),84,2.39,2020,medium,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",84,3.61,2010,medium,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,4
5pcjystBtalYeqaiXCcgEY,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),84,3.68,2021,fast,0.589,0.496,2,-7.606,1,0.0377,0.818,0.0,0.101,0.44,142.731,4
1rqqCSm0Qe4I9rUvWncaom,High Hopes,84,3.18,2018,slow,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4
70uX4beGHc1nQikXveOknp,Mala Costumbre,84,3.85,2021,medium,0.823,0.772,0,-4.935,1,0.0591,0.243,0.0,0.118,0.582,96.001,4
39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,84,2.77,2020,medium,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,4
5KFHrrBMyGj5MhVbZMM3ts,Tu Veneno,84,2.62,2021,fast,0.664,0.659,10,-4.232,0,0.0873,0.0625,0.00024,0.0874,0.797,175.826,4
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),84,2.88,2020,medium,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,4
1v1oIWf2Xgh54kIWuKsDf6,Runaway,84,4.15,2016,medium,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,4
5ri4zqtWhG07hIuNNDWP76,Fly Away,84,2.97,2020,medium,0.806,0.513,4,-6.208,1,0.0685,0.217,0.0,0.217,0.503,124.988,4
1yoMvmasuxZfqHEipJhRbp,Hawái,84,3.32,2020,fast,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,84,3.86,2003,medium,0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881,4
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,84,3.79,2020,medium,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,4
7AQim7LbvFVZJE3O8TYgf2,Fuck Love (feat. Trippie Redd),84,2.44,2017,fast,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,4
7BIy3EGQhg98CsRdKYHnJC,Ropa Cara,84,2.72,2021,fast,0.813,0.526,4,-4.787,0,0.125,0.105,0.000661,0.11,0.608,170.002,4
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,84,4.12,2017,medium,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4
4DpNNXFMMxQEKl7r0ykkWA,Play Date,84,3.0,2015,medium,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,4
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,83,3.33,2010,medium,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,4
0DlHQxrVijRqVUfuS6PKaY,Deixa de Onda (Porra Nenhuma),83,3.08,2021,fast,0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036,4
0SiywuOBRcynK0uKGWdCnn,Bad Romance,83,4.91,2009,medium,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,4
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,83,3.68,2010,medium,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,4
7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,83,4.47,2018,medium,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,4
27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),83,2.97,2020,medium,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,4
2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,83,2.62,2019,fast,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,4
2MlOUXmcofMackX3bxfSwi,Jerusalema (feat. Nomcebo Zikode),83,5.71,2020,medium,0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,4
4Of7rzpRpV1mWRbhp5rAqG,Bruises,83,3.67,2019,medium,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,4
1H7KnK26kc1YyellpbINEn,The Woo (feat. 50 Cent & Roddy Ricch),83,3.36,2020,medium,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,4
7LE1K0lZyRFZjSlrnm7lfD,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",83,6.38,2020,medium,0.841,0.674,2,-5.35,1,0.0962,0.104,0.0,0.131,0.761,90.007,4
5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,83,4.38,2005,medium,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,4
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),83,3.67,2020,medium,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,4
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,83,4.39,2010,slow,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,4
6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,83,3.1,1969,medium,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,83,3.62,1983,medium,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,4
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,83,2.35,1969,fast,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4
6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,83,2.71,2020,medium,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,4
3pCt2wRdBDa2kCisIdHWgF,To the Bone,83,5.74,2019,fast,0.668,0.727,7,-6.55,0,0.027,0.514,1.9e-05,0.1,0.939,139.991,4
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,83,3.63,2010,fast,0.523,0.606,1,-4.754,0,0.0301,0.512,0.0,0.106,0.065,145.837,4
0osvOdeD3YXZiWkT8MKolJ,Lifestyle (feat. Adam Levine),83,2.56,2021,medium,0.749,0.674,10,-5.128,0,0.0366,0.0209,0.0,0.169,0.711,123.055,4
0uxSUdBrJy9Un0EYoBowng,20 Min,83,3.68,2017,medium,0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426,4
58q2HKrzhC3ozto2nDdN4z,I Like It,83,4.22,2018,fast,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,4
1XGmzt0PVuFgQYYnV2It7A,Payphone,83,3.85,2012,medium,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,4
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,83,3.81,2018,fast,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3
6CcJMwBtXByIz4zQLzFkKc,i love you,83,4.86,2019,fast,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,4
5glMxRMRHGBRj6bydBjoPM,FALA MAL DE MIM,83,2.57,2021,fast,0.695,0.805,8,-4.351,1,0.0959,0.333,0.0,0.0794,0.673,165.036,4
2tFwfmceQa1Y6nRPhYbEtC,CÓMO SE SIENTE - Remix,83,3.79,2020,medium,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,4
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,83,4.93,2005,fast,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4
4Ls13Ag4SWnniiX4QLRltL,Acaso,83,3.35,2020,fast,0.599,0.882,0,-3.123,0,0.04,0.279,0.00156,0.309,0.542,156.015,4
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),83,4.17,2004,medium,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4
7bCfHiRcfUjG0YVVNUL7Ve,E-GIRLS ARE RUINING MY LIFE!,83,1.75,2020,slow,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,4
24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),83,3.04,2020,medium,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,4
2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),83,4.85,1987,medium,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,4
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),83,3.83,2015,slow,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4
4aarlAfLKVCTxUDNgbwhjH,Cry Baby (feat. DaBaby),83,2.3,2020,fast,0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,130.058,4
09IStsImFySgyp0pIQdqAc,The Middle,83,3.08,2018,medium,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4
7AzlLxHn24DxjgQX73F9fU,No Idea,83,2.57,2020,medium,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,4
2RttW7RAu5nOAfq6YFvApB,Happier,83,3.46,2017,slow,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,4
51Of5p3lKZeOg6itfs4og4,Lovefool,83,3.17,2020,medium,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,4
3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),83,3.01,2019,medium,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,4
1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,83,2.33,2020,fast,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,4
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,83,3.6,1984,fast,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,4
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,83,4.34,2018,medium,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,4
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),83,3.67,2019,medium,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,4
5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,83,2.88,2014,slow,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,4
4ZRrLHqzhGRXYj2qcB4s5S,Tattoo - Remix with Camilo,83,3.71,2020,medium,0.848,0.637,9,-5.132,1,0.156,0.0413,0.0,0.0521,0.698,96.988,4
31AOj9sFz2gM0O3hMARRBx,Losing My Religion,83,4.47,1991,medium,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,4
4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,83,5.91,1975,slow,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4
1xqRKo0SDFDO5Jy8yEVD0X,ROLLIN N CONTROLLIN FREESTYLE,83,3.19,2020,slow,0.69,0.514,8,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791,4
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,83,2.95,2017,fast,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4
5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,83,3.58,1980,medium,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,4
1f3yAtsJtY87CTmM8RLnxf,Smells Like Teen Spirit,83,5.03,1991,medium,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2.88,2017,medium,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,4
2IVsRhKrx8hlQBOWy4qebo,Mr Loverman,83,3.61,2016,fast,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,3
6I9VzXrHxO9rA9A5euc8Ak,Toxic,83,3.31,2003,fast,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
4R2kfaDFhslZEMJqAFNpdd,cardigan,83,3.99,2020,fast,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,4
69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,83,3.41,2018,fast,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,3
1J14CdDAvBTE1AJYUOwl6C,Arcade,83,3.09,2020,slow,0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,3
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,83,3.06,1983,fast,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,4
6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),83,2.78,2019,fast,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,4
1lOe9qE0vR9zwWQAOk6CoO,Ransom,83,2.19,2019,fast,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,4
0GO8y8jQk1PkHzS31d699N,Tongue Tied,83,3.63,2011,medium,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,4
7xQAfvXzm3AkraOtGPWIZg,Wow.,83,2.49,2019,medium,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,4
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,83,3.71,2005,fast,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4
57bgtoPSgt236HzfBOd8kj,Thunderstruck,83,4.88,1990,fast,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4
5VlTQnZO89Ioku8ssdbqJk,Dead Man Walking,83,4.12,2020,fast,0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,4
5vjLSffimiIP26QG5WcN2K,Hold On,83,3.31,2017,medium,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,4
6CDzDgIUqeDY5g8ujExx2f,Heat Waves,83,3.98,2020,slow,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
0QglpM23kl9ldvVdoYNZwF,Mds,83,2.09,2020,fast,0.885,0.561,6,-5.331,1,0.249,0.261,0.0,0.121,0.644,140.02,4
78SeXVRJ7KCqVmOwTiFjnI,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",83,2.85,2020,medium,0.65,0.655,1,-3.71,0,0.405,0.25,0.0,0.0691,0.735,94.059,4
49FYlytm3dAAraYgpoJZux,Umbrella,83,4.6,2008,fast,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,4
3a1lNhkSLSkpJE4MSHpDu9,Congratulations,83,3.67,2016,medium,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,4
2nLtzopw4rPReszdYBJU6h,Numb,83,3.09,2003,medium,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,83,4.73,1974,medium,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,4
4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,83,3.27,2018,medium,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4
6Xgq7MvZiet0hVi3KaDSgJ,Holy (feat. Chance The Rapper),83,3.53,2021,slow,0.67,0.693,6,-8.34,1,0.35,0.2,0.0,0.0909,0.388,87.017,4
6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),83,3.16,2019,fast,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,4
17vGPZ5EsdvtgAOCD4FLWI,AP - Music from the film Boogie,83,2.86,2021,fast,0.751,0.744,1,-6.859,1,0.177,0.152,0.000568,0.252,0.634,148.014,4
5SWnsxjhdcEDc7LJjq9UHk,Runnin,83,3.27,2020,fast,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,4
7ce20yLkzuXXLUhzIDoZih,Before You Go,83,3.59,2019,medium,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,4
2DEZmgHKAvm41k4J3R2E9Y,Safaera,83,4.92,2020,medium,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,4
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),83,4.34,2019,medium,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,4
6N22FZs2ZhPBYi3b9XPajV,Still Don't Know My Name,83,2.55,2019,slow,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,1
1zi7xx7UVEFkmKfv06H8x0,One Dance,83,2.9,2016,medium,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,4
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),83,3.58,2018,medium,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4
1Bhm5HNO1cq8olDbBmokyL,Copines,83,2.86,2018,fast,0.701,0.787,8,-3.941,0,0.0855,0.27,0.0,0.105,0.904,180.027,4
1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO),83,3.17,2020,fast,0.504,0.76,4,-4.246,1,0.0426,0.286,0.0,0.151,0.64,183.933,4
2pBEAodCImE4LgbKAG4bfz,Último Beijo,83,3.02,2020,fast,0.582,0.899,5,-3.531,1,0.143,0.528,0.0,0.247,0.612,156.621,4
7x4ASXYEKfQBCewcZhK776,"Ay, DiOs Mío!",83,3.16,2020,fast,0.718,0.712,11,-4.366,1,0.174,0.512,0.00121,0.104,0.531,180.034,4
5p7ujcrUXASCNwRaWNHR1C,Without Me,83,3.36,2018,fast,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4
0t1kP63rueHleOhQkYSXFY,Dynamite,83,3.32,2020,medium,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4
59fFsGRwFiuhxKDPc1k6xW,Opp Stoppa (feat. 21 Savage),83,2.26,2021,slow,0.829,0.343,2,-4.937,0,0.102,0.00734,0.0,0.179,0.312,78.035,4
70LcF31zb1H0PyJoS1Sx1r,Creep,83,3.98,1993,medium,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4
2ayIgfvWo3SfYP2pVOr4pC,Gone,83,3.45,2021,slow,0.647,0.377,6,-6.003,1,0.0375,0.594,0.0,0.0768,0.653,79.936,4
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,83,3.13,2017,slow,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,4
6I3mqTwhRpn34SLVafSH7G,Ghost,83,2.55,2021,fast,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4
7lQWRAjyhTpCWFC0jmclT4,Gangsta's Paradise,83,4.01,1995,slow,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,4
0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,83,3.34,2020,fast,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4
0WlmiIK5qFQ4dAB4mCA4sI,Amor da Despedida,83,2.83,2020,fast,0.533,0.915,3,-2.337,0,0.047,0.324,0.0,0.0891,0.967,167.927,4
